2	4.043300e-05	1.546436e-03	5.963533e-02	2.829091e+00	1.212785e+02
4	6.239700e-05	3.018585e-03	1.530093e-01	8.253344e+00
6	9.639500e-05	4.946990e-03	2.113401e-01	1.183453e+01
8	1.141310e-04	5.962872e-03	2.919985e-01	1.464999e+01
10	1.311470e-04	6.839465e-03	3.783315e-01	1.907624e+01
12	1.609830e-04	8.276334e-03	4.320517e-01	2.064589e+01
14	1.720400e-04	8.834342e-03	4.695570e-01	2.592114e+01
16	2.548500e-04	1.261570e-02	5.350498e-01	2.852017e+01
18	2.441340e-04	1.270557e-02	6.436246e-01	3.509688e+01
20	2.637160e-04	1.261718e-02	6.295274e-01	3.556785e+01
22	2.801500e-04	1.367633e-02	7.909976e-01	4.127296e+01
24	3.785100e-04	1.678801e-02	8.163593e-01	3.889074e+01
26	3.703930e-04	1.742285e-02	9.608395e-01	4.560744e+01
28	3.523830e-04	1.998245e-02	1.002845e+00	5.072787e+01
30	3.927630e-04	1.887515e-02	9.018691e-01	4.906656e+01
