7.748845e-03	8		3.023000e-06	62
8.232184e-03	9		3.331000e-06	63
8.637860e-03	10		3.692000e-06	64
8.067417e-03	4		2.919000e-06	65
7.817298e-03	5		2.832000e-06	66
7.863570e-03	6		2.913000e-06	67
7.914084e-03	4		3.202000e-06	68
7.809944e-03	5		3.126000e-06	69
7.747190e-03	6		2.829000e-06	70
7.722003e-03	3		2.876000e-06	71
7.623296e-03	4		2.781000e-06	72
7.746240e-03	2		2.747000e-06	73
7.656903e-03	3		2.768000e-06	74
7.732645e-03	4		2.778000e-06	75
8.627574e-03	5		3.263000e-06	76
8.051612e-03	6		2.081800e-05	77
8.179562e-03	5		3.150000e-06	78
8.097908e-03	6		3.128000e-06	79
8.557679e-03	7		3.392000e-06	80
8.403992e-03	8		3.457000e-06	81
8.746364e-03	6		4.591000e-06	82
8.420760e-03	7		3.319000e-06	83
8.776244e-03	8		3.095000e-06	84
8.318209e-03	9		3.135000e-06	85
8.857347e-03	10		3.233000e-06	86
8.156570e-03	3		2.486000e-06	3
8.622494e-03	4		3.446000e-06	4
8.160239e-03	5		2.939000e-06	5
8.568401e-03	4		3.255000e-06	6
8.147638e-03	5		2.820000e-06	7
8.422410e-03	3		3.312000e-06	8
8.269149e-03	3		2.857000e-06	9
8.574769e-03	4		3.054000e-06	10
8.234236e-03	5		2.792000e-06	11
8.842933e-03	6		3.130000e-06	12
8.435234e-03	5		3.076000e-06	13
8.717213e-03	6		3.458000e-06	14
8.335779e-03	7		2.953000e-06	15
8.915972e-03	8		3.151000e-06	16
8.534620e-03	9		3.091200e-05	17
8.987666e-03	3		3.407000e-06	18
8.613288e-03	4		3.035000e-06	19
8.669307e-03	5		3.260000e-06	20
9.812720e-03	3		4.749000e-06	21
8.636217e-03	4		3.693000e-06	22
8.781160e-03	5		3.439000e-06	23
8.351062e-03	6		3.278000e-06	24
8.906317e-03	7		3.662000e-06	25
8.252338e-03	8		3.188000e-06	26
8.591768e-03	4		2.100500e-05	27
8.534484e-03	5		2.896000e-06	28
8.312839e-03	6		2.703000e-06	29
8.431659e-03	3		2.709000e-06	30
8.240166e-03	4		2.758000e-06	31
8.110387e-03	5		2.826000e-06	32
8.014330e-03	6		2.758000e-06	33
8.060404e-03	7		2.671000e-06	34
8.093934e-03	5		2.880000e-06	35
7.983574e-03	6		2.690000e-06	36
8.427354e-03	7		2.747000e-06	37
8.150217e-03	8		2.888000e-06	38
8.210575e-03	2		2.774000e-06	39
7.974593e-03	2		2.326000e-06	2
8.169310e-03	3		2.790000e-06	3
8.077109e-03	4		2.719000e-06	4
8.199420e-03	3		2.727000e-06	5
8.292552e-03	4		2.858000e-06	6
8.188903e-03	5		2.780000e-06	7
8.258400e-03	6		2.823000e-06	8
8.163958e-03	7		2.977000e-06	9
8.138421e-03	8		2.748000e-06	10
8.183676e-03	9		2.682000e-06	11
8.269861e-03	4		2.866000e-06	12
9.067537e-03	3		3.398000e-06	13
8.325175e-03	4		2.385400e-05	14
9.095324e-03	5		3.566000e-06	15
8.707320e-03	6		3.056000e-06	16
8.821466e-03	2		3.140000e-06	17
8.942725e-03	3		3.126000e-06	18
8.922427e-03	4		3.063000e-06	19
8.766943e-03	5		3.110000e-06	20
9.335415e-03	6		3.343000e-06	21
8.923127e-03	7		3.068000e-06	22
9.230369e-03	7		3.570000e-06	23
8.676979e-03	8		2.966000e-06	24
9.214853e-03	9		3.278000e-06	25
8.778808e-03	3		3.077000e-06	26
9.033012e-03	4		3.488000e-06	27
9.085174e-03	5		3.416000e-06	28
8.738762e-03	6		3.103000e-06	29
9.223802e-03	3		3.152000e-06	30
8.810267e-03	4		3.084000e-06	31
9.085534e-03	5		3.509000e-06	32
8.758331e-03	6		3.008000e-06	33
9.236482e-03	4		3.086000e-06	34
8.887750e-03	5		3.205000e-06	35
9.066134e-03	3		3.229000e-06	36
9.187554e-03	4		3.025000e-06	37
9.069651e-03	5		3.124000e-06	38
9.155381e-03	2		3.304000e-06	39
9.198792e-03	3		3.180000e-06	40
9.139716e-03	4		3.049000e-06	41
9.081658e-03	5		3.150800e-05	42
9.129671e-03	6		3.342000e-06	43
9.354045e-03	7		3.463000e-06	44
9.119307e-03	7		3.046000e-06	45
8.903983e-03	8		3.118000e-06	46
9.071469e-03	9		3.154000e-06	47
8.780381e-03	10		2.861000e-06	48
8.587690e-03	3		2.926000e-06	49
8.597403e-03	4		2.684000e-06	50
8.615031e-03	5		2.864000e-06	51
8.554071e-03	6		3.083000e-06	52
8.511120e-03	5		3.063000e-06	53
8.524942e-03	6		2.947000e-06	54
8.569451e-03	4		2.987000e-06	55
9.168084e-03	4		3.640000e-06	56
8.701435e-03	5		3.257000e-06	57
8.490284e-03	6		3.314000e-06	58
8.493222e-03	7		3.095000e-06	59
8.554053e-03	2		3.039000e-06	60
8.583983e-03	3		3.016000e-06	61
8.940414e-03	4		3.011000e-06	62
8.652295e-03	5		3.118000e-06	63
8.595740e-03	6		2.922000e-06	64
8.645036e-03	4		3.173000e-06	65
8.620075e-03	5		2.897000e-06	66
8.844489e-03	2		3.148000e-06	67
8.906607e-03	3		3.086000e-06	68
9.628362e-03	4		3.451000e-06	69
8.922082e-03	5		3.317000e-06	70
9.089605e-03	3		3.485000e-06	71
9.311487e-03	4		3.077000e-06	72
9.329850e-03	5		3.807000e-06	73
9.296816e-03	5		3.295000e-06	74
9.754288e-03	6		3.819000e-06	75
9.401303e-03	7		3.366000e-06	76
9.222302e-03	4		3.501000e-06	77
9.746422e-03	5		3.646000e-06	78
9.377245e-03	6		3.655000e-06	79
9.459668e-03	7		3.824000e-06	80
9.172866e-03	8		3.385000e-06	81
9.607258e-03	6		3.426000e-06	82
9.358427e-03	7		3.363000e-06	83
9.183369e-03	8		3.327000e-06	84
9.613410e-03	9		3.721000e-06	85
9.203781e-03	3		3.239000e-06	86
9.685662e-03	3		3.408000e-06	3
9.291762e-03	4		3.433000e-06	4
9.700965e-03	2		3.517000e-06	5
9.318886e-03	3		3.304000e-06	6
9.387078e-03	4		3.348000e-06	7
9.524682e-03	3		3.835000e-06	8
1.002649e-02	3		3.855000e-06	9
9.658084e-03	4		3.661000e-06	10
1.112690e-02	3		4.938000e-06	11
9.452392e-03	4		3.586000e-06	12
9.610159e-03	5		3.500000e-06	13
9.911729e-03	4		3.938000e-06	14
9.750590e-03	5		5.321000e-06	15
9.984207e-03	6		3.723000e-06	16
9.826975e-03	7		3.360000e-06	17
9.086450e-03	3		3.084000e-06	18
9.153851e-03	4		3.195000e-06	19
9.099707e-03	5		3.097000e-06	20
9.009232e-03	6		3.264000e-06	21
9.016115e-03	7		3.687000e-06	22
9.216542e-03	8		3.773000e-06	23
9.125452e-03	8		3.344000e-06	24
9.120662e-03	9		2.961000e-06	25
9.020059e-03	2		3.174000e-06	26
9.112721e-03	3		3.230000e-06	27
9.245999e-03	4		3.207000e-06	28
9.035644e-03	5		3.131000e-06	29
9.016222e-03	3		2.959000e-06	30
9.299152e-03	4		3.126000e-06	31
9.041753e-03	5		3.041000e-06	32
9.143660e-03	6		3.349000e-06	33
9.279601e-03	7		3.260000e-06	34
9.068690e-03	5		3.057000e-06	35
9.038091e-03	6		2.873000e-06	36
9.077126e-03	4		3.169000e-06	37
9.798660e-03	5		3.045000e-06	38
9.716559e-03	6		3.325000e-06	39
9.556647e-03	3		3.205000e-06	40
9.607134e-03	4		3.332000e-06	41
1.032698e-02	5		3.571000e-06	42
1.016473e-02	6		3.649000e-06	43
9.693974e-03	7		3.236000e-06	44
1.007307e-02	8		3.872000e-06	45
9.571524e-03	8		3.006000e-06	46
9.981767e-03	9		3.577000e-06	47
9.983518e-03	10		3.450000e-06	48
1.345289e-02	11		4.748000e-06	49
9.591607e-03	4		3.605000e-06	50
9.555861e-03	3		4.332000e-06	51
9.578098e-03	4		3.235000e-06	52
9.608611e-03	5		3.642000e-06	53
9.412783e-03	6		3.440000e-06	54
9.584412e-03	7		3.440000e-06	55
9.200080e-03	5		3.055000e-06	56
9.835064e-03	5		3.474000e-06	57
9.455534e-03	6		3.404000e-06	58
9.440188e-03	7		3.250000e-06	59
